TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
sternum	sternum	1.00000000001141	1.14051775786024e-11	31	0	0	23	17775
skin-malignant_melanoma-superficial_spreading	skin-malignant_melanoma-superficial_spreading	1.00000000001141	1.14051775786024e-11	31	0	0	23	17775
salivary_gland-mouth_floor-carcinoma-adenoid_cystic_carcinoma	salivary_gland-mouth_floor-carcinoma-adenoid_cystic_carcinoma	1.00000000001141	1.14051775786024e-11	31	0	0	23	17775
bone-pelvis-chondrosarcoma-peripheral	bone-pelvis-chondrosarcoma-peripheral	1.00000000001141	1.14051775786024e-11	31	0	0	23	17775
ovary-carcinoma-clear_cell_carcinoma	ovary-carcinoma-clear_cell_carcinoma	1.00000000001141	1.14077641835915e-11	687	0	0	23	17775
breast-hyperplasia-columnar_cell_lesion	breast-hyperplasia-columnar_cell_lesion	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia	acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
columnar_cell_lesion	columnar_cell_lesion	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-acute_leukaemic_transformation_of_chronic_myelomonocytic_leukaemia	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-malignant_fibrous_histiocytoma-pleomorphic_sarcoma	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
ductal_epithelial_hyperplasia-hyperplasia_of_usual_type	ductal_epithelial_hyperplasia-hyperplasia_of_usual_type	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
juvenile_myelomonocytic_leukaemia	juvenile_myelomonocytic_leukaemia	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-skin-lymphoid_neoplasm-follicular_lymphoma	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
genital_tract-extragonadal-germ_cell_tumour-teratoma	genital_tract-extragonadal-germ_cell_tumour-teratoma	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-juvenile_myelomonocytic_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-juvenile_myelomonocytic_leukaemia	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
papilloma	papilloma	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
duodenum	duodenum	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
breast-hyperplasia-ductal_epithelial_hyperplasia-hyperplasia_of_usual_type	breast-hyperplasia-ductal_epithelial_hyperplasia-hyperplasia_of_usual_type	1.00000000001157	1.15695674567932e-11	35	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-peripheral_T_cell_lymphoma_unspecified	1.0000000000119	1.18977320829605e-11	164	0	0	23	17775
central_nervous_system-brainstem-primitive_neuroectodermal_tumour-medulloblastoma-WNT_subtype	central_nervous_system-brainstem-primitive_neuroectodermal_tumour-medulloblastoma-WNT_subtype	1.00000000001196	1.19621011736474e-11	190	0	0	23	17775
chondroblastoma	chondroblastoma	1.00000000001241	1.2407745331639e-11	560	0	0	23	17775
extragonadal	extragonadal	1.00000000001241	1.24146716153134e-11	170	0	0	23	17775
pancreas-other-adenoma	pancreas-other-adenoma	1.0000000000126	1.25963075757646e-11	231	0	0	23	17775
haematopoietic_and_lymphoid_tissue-pharynx-haematopoietic_neoplasm-blastic_plasmacytoid_dendritic_cell_neoplasm	haematopoietic_and_lymphoid_tissue-pharynx-haematopoietic_neoplasm-blastic_plasmacytoid_dendritic_cell_neoplasm	1.00000000001273	1.2727682071822e-11	47	0	0	23	17775
NS-carcinoma	NS-carcinoma	1.00000000001273	1.2727682071822e-11	47	0	0	23	17775
pancreas-ampulla_of_Vater-carcinoma-ductal_carcinoma	pancreas-ampulla_of_Vater-carcinoma-ductal_carcinoma	1.00000000001273	1.2727682071822e-11	47	0	0	23	17775
soft_tissue-sarcoma	soft_tissue-sarcoma	1.00000000001273	1.2727682071822e-11	47	0	0	23	17775
temporal_lobe	temporal_lobe	1.00000000001283	1.28268494080385e-11	107	0	0	23	17775
eye-uveal_tract-malignant_melanoma	eye-uveal_tract-malignant_melanoma	1.00000000001306	1.30646518515707e-11	153	0	0	23	17775
ankle	ankle	1.00000000001324	1.32420749370488e-11	403	0	0	23	17775
skin-lower_leg-malignant_melanoma	skin-lower_leg-malignant_melanoma	1.00000000001325	1.3253010409795e-11	140	0	0	23	17775
bone-rib-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-rib-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	1.00000000001393	1.39284560212372e-11	165	0	0	23	17775
tonsil	tonsil	1.00000000001395	1.39539268122908e-11	138	0	0	23	17775
skin-axilla-malignant_melanoma	skin-axilla-malignant_melanoma	1.00000000001395	1.39539268122908e-11	138	0	0	23	17775
papillary	papillary	1.00000000001403	1.40326213894669e-11	60	0	0	23	17775
central_nervous_system-spinal_cord-atypical_teratoid-rhabdoid_tumour	central_nervous_system-spinal_cord-atypical_teratoid-rhabdoid_tumour	1.00000000001403	1.40326213894669e-11	60	0	0	23	17775
kidney-carcinoma-chromophobe_renal_cell_carcinoma	kidney-carcinoma-chromophobe_renal_cell_carcinoma	1.00000000001415	1.41537556247314e-11	440	0	0	23	17775
chromophobe_renal_cell_carcinoma	chromophobe_renal_cell_carcinoma	1.00000000001415	1.41537556247314e-11	440	0	0	23	17775
arm	arm	1.00000000001435	1.43478750422837e-11	1368	0	0	23	17775
vertebrae	vertebrae	1.00000000001436	1.43581568025207e-11	68	0	0	23	17775
buttock	buttock	1.00000000001436	1.43581568025207e-11	68	0	0	23	17775
bone-chondrosarcoma	bone-chondrosarcoma	1.0000000000145	1.44983898558248e-11	109	0	0	23	17775
central_nervous_system-cerebellum-glioma-astrocytoma_Grade_I	central_nervous_system-cerebellum-glioma-astrocytoma_Grade_I	1.0000000000145	1.44983898558248e-11	109	0	0	23	17775
bone-scapula-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone-scapula-Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	1.0000000000145	1.44983898558248e-11	109	0	0	23	17775
bone-femur-chondrosarcoma	bone-femur-chondrosarcoma	1.00000000001456	1.45646090980492e-11	437	0	0	23	17775
meninges-meningioma-secretory	meninges-meningioma-secretory	1.00000000001515	1.51452484686646e-11	120	0	0	23	17775
fat	fat	1.00000000001515	1.51452484686646e-11	120	0	0	23	17775
central_nervous_system-brain-glioma-oligoastrocytoma_Grade_III	central_nervous_system-brain-glioma-oligoastrocytoma_Grade_III	1.00000000001515	1.51452484686646e-11	120	0	0	23	17775
secretory	secretory	1.00000000001515	1.51452484686646e-11	120	0	0	23	17775
pleura-pulmonary_blastoma	pleura-pulmonary_blastoma	1.00000000001531	1.5309769340579e-11	666	0	0	23	17775
pulmonary_blastoma	pulmonary_blastoma	1.00000000001531	1.5309769340579e-11	666	0	0	23	17775
skin-ankle-malignant_melanoma-acral_lentiginous	skin-ankle-malignant_melanoma-acral_lentiginous	1.00000000001584	1.58381829084775e-11	335	0	0	23	17775
meninges-meningioma	meninges-meningioma	1.00000000001584	1.58381829084775e-11	335	0	0	23	17775
haematopoietic_and_lymphoid_tissue-soft_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-soft_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	1.00000000001595	1.5951882594026e-11	70	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-follicular_lymphoma	1.00000000001612	1.61196396514676e-11	1028	0	0	23	17775
ureter	ureter	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-colon-adenoma-villous	large_intestine-colon-adenoma-villous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-groin-adnexal_tumour-malignant_adnexal_tumour	skin-groin-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
lipoma	lipoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-chest-adnexal_tumour-malignant_adnexal_tumour	skin-chest-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-colon-adenoma-tubular	large_intestine-colon-adenoma-tubular	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
haemangioendothelioma	haemangioendothelioma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
central_nervous_system-fourth_ventricle-other-rosette-forming_glioneuronal_tumour	central_nervous_system-fourth_ventricle-other-rosette-forming_glioneuronal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-shoulder-adnexal_tumour-malignant_adnexal_tumour	skin-shoulder-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-foot-adnexal_tumour-malignant_adnexal_tumour	skin-foot-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-axilla-adnexal_tumour-malignant_adnexal_tumour	skin-axilla-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-adenoma-tubulovillous	large_intestine-adenoma-tubulovillous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
choriocarcinoma	choriocarcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
autonomic_ganglia-head_neck-paraganglioma	autonomic_ganglia-head_neck-paraganglioma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-ear-adnexal_tumour-malignant_adnexal_tumour	skin-ear-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-hand-adnexal_tumour-malignant_adnexal_tumour	skin-hand-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
right	right	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour-epithelioid	soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour-epithelioid	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
bone-calcaneus-chondrosarcoma	bone-calcaneus-chondrosarcoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
thymus-thymic_carcinoma	thymus-thymic_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
meninges-meningioma-fibroblastic	meninges-meningioma-fibroblastic	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
pituitary-adenoma	pituitary-adenoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
meninges-meningioma-transitional	meninges-meningioma-transitional	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
salivary_gland-parotid-carcinoma-acinic_cell_carcinoma	salivary_gland-parotid-carcinoma-acinic_cell_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
pituitary-adenoma-GH	pituitary-adenoma-GH	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
meninges-meningioma-atypical	meninges-meningioma-atypical	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-adnexal_tumour-adenoid_cystic_carcinoma	skin-adnexal_tumour-adenoid_cystic_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
transitional	transitional	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-adenoma-tubular	large_intestine-adenoma-tubular	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
fibrolamellar_carcinoma	fibrolamellar_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-colon-adenoma-tubulovillous	large_intestine-colon-adenoma-tubulovillous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
ovary-germ_cell_tumour-yolk_sac_tumour	ovary-germ_cell_tumour-yolk_sac_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma-biphasic	soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma-biphasic	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-blood_vessel-haemangioendothelioma-epithelioid	soft_tissue-blood_vessel-haemangioendothelioma-epithelioid	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
monophasic	monophasic	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
biliary_tract-bile_duct-carcinoma	biliary_tract-bile_duct-carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
rosette-forming_glioneuronal_tumour	rosette-forming_glioneuronal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
testis-germ_cell_tumour-mixed	testis-germ_cell_tumour-mixed	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-lower_leg-adnexal_tumour-malignant_adnexal_tumour	skin-lower_leg-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
central_nervous_system-brain-other-ganglioglioma	central_nervous_system-brain-other-ganglioglioma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
villous	villous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-nerve_sheath-neurofibroma	soft_tissue-nerve_sheath-neurofibroma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
meninges-meningioma-anaplastic	meninges-meningioma-anaplastic	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma-monophasic	soft_tissue-fibrous_tissue_and_uncertain_origin-synovial_sarcoma-monophasic	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-hip-malignant_melanoma	skin-hip-malignant_melanoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
skin-vulva-adnexal_tumour-malignant_adnexal_tumour	skin-vulva-adnexal_tumour-malignant_adnexal_tumour	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
liver-carcinoma-fibrolamellar_carcinoma	liver-carcinoma-fibrolamellar_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
ovary-germ_cell_tumour-dysgerminoma	ovary-germ_cell_tumour-dysgerminoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-solitary_fibrous_tumour-malignant	soft_tissue-fibrous_tissue_and_uncertain_origin-solitary_fibrous_tumour-malignant	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
large_intestine-rectum-adenoma-villous	large_intestine-rectum-adenoma-villous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
dysgerminoma	dysgerminoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
tubulovillous	tubulovillous	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
adrenal_gland-adrenal_gland-pheochromocytoma	adrenal_gland-adrenal_gland-pheochromocytoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
testis-germ_cell_tumour-embryonal_carcinoma	testis-germ_cell_tumour-embryonal_carcinoma	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
GH	GH	1.0000000000162	1.61952011951891e-11	15	0	0	23	17775
essential_thrombocythaemia	essential_thrombocythaemia	1.00000000001672	1.67221131935329e-11	402	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-essential_thrombocythaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-essential_thrombocythaemia	1.00000000001672	1.67221131935329e-11	402	0	0	23	17775
skin-ankle-malignant_melanoma	skin-ankle-malignant_melanoma	1.00000000001682	1.68177634476505e-11	69	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	1.00000000001688	1.68751889289783e-11	793	0	0	23	17775
chondrosarcoma	chondrosarcoma	1.00000000001707	1.70706781333962e-11	1221	0	0	23	17775
ovary-carcinoma-adenocarcinoma	ovary-carcinoma-adenocarcinoma	1.00000000001722	1.72151039074871e-11	193	0	0	23	17775
lentigo_maligna	lentigo_maligna	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
central_nervous_system-frontal_lobe-glioma-astrocytoma_Grade_I	central_nervous_system-frontal_lobe-glioma-astrocytoma_Grade_I	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
skin-malignant_melanoma-acral_lentiginous	skin-malignant_melanoma-acral_lentiginous	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
ovary-carcinoma-carcinosarcoma-malignant_mesodermal_mixed_tumour	ovary-carcinoma-carcinosarcoma-malignant_mesodermal_mixed_tumour	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_I	central_nervous_system-temporal_lobe-glioma-astrocytoma_Grade_I	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
adenosis	adenosis	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
breast-other-papilloma	breast-other-papilloma	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
bone-pelvis-chondrosarcoma-central	bone-pelvis-chondrosarcoma-central	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
breast-other-adenosis	breast-other-adenosis	1.00000000001802	1.80231513572292e-11	30	0	0	23	17775
eye	eye	1.0000000000183	1.83011328224355e-11	624	0	0	23	17775
aldosterone_producing	aldosterone_producing	1.00000000001855	1.85488497622641e-11	92	0	0	23	17775
synovial_sarcoma	synovial_sarcoma	1.00000000001855	1.85488497622641e-11	92	0	0	23	17775
atypical_teratoid-rhabdoid_tumour	atypical_teratoid-rhabdoid_tumour	1.00000000001872	1.87157403047061e-11	217	0	0	23	17775
central_nervous_system-brain-atypical_teratoid-rhabdoid_tumour	central_nervous_system-brain-atypical_teratoid-rhabdoid_tumour	1.00000000001872	1.87157403047061e-11	217	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_myeloid_leukaemia	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-chronic_myeloid_leukaemia	1.00000000001876	1.87632395662022e-11	323	0	0	23	17775
chronic_myeloid_leukaemia	chronic_myeloid_leukaemia	1.00000000001876	1.87632395662022e-11	323	0	0	23	17775
central	central	1.00000000001911	1.91110102128484e-11	86	0	0	23	17775
central_nervous_system-cerebellum-glioma-ependymoma	central_nervous_system-cerebellum-glioma-ependymoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
skin-carcinoma-Merkel_cell_carcinoma	skin-carcinoma-Merkel_cell_carcinoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
bone-vertebrae-chordoma	bone-vertebrae-chordoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
central_nervous_system-brain-glioma-oligodendroglioma	central_nervous_system-brain-glioma-oligodendroglioma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-Hodgkin_lymphoma	haematopoietic_and_lymphoid_tissue-lymph_node-lymphoid_neoplasm-Hodgkin_lymphoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
fibroma-thecoma-fibrothecoma	fibroma-thecoma-fibrothecoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
ovary-sex_cord-stromal_tumour-fibroma-thecoma-fibrothecoma	ovary-sex_cord-stromal_tumour-fibroma-thecoma-fibrothecoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-bronchus-carcinoid-endocrine_tumour-typical	lung-bronchus-carcinoid-endocrine_tumour-typical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-middle_lobe-carcinoid-endocrine_tumour-typical	lung-middle_lobe-carcinoid-endocrine_tumour-typical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
keratoacanthoma	keratoacanthoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
skin-other-keratoacanthoma	skin-other-keratoacanthoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lower_lobe	lower_lobe	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-middle_lobe-carcinoid-endocrine_tumour-atypical	lung-middle_lobe-carcinoid-endocrine_tumour-atypical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
upper_lobe	upper_lobe	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-bronchus-carcinoid-endocrine_tumour-atypical	lung-bronchus-carcinoid-endocrine_tumour-atypical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
myxofibrosarcoma	myxofibrosarcoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-upper_lobe-carcinoid-endocrine_tumour-typical	lung-upper_lobe-carcinoid-endocrine_tumour-typical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
MALT_lymphoma	MALT_lymphoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
lung-lower_lobe-carcinoid-endocrine_tumour-typical	lung-lower_lobe-carcinoid-endocrine_tumour-typical	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-fibrosarcoma-myxofibrosarcoma	soft_tissue-fibrous_tissue_and_uncertain_origin-fibrosarcoma-myxofibrosarcoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-dermatofibrosarcoma_protuberans	soft_tissue-fibrous_tissue_and_uncertain_origin-dermatofibrosarcoma_protuberans	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
dermatofibrosarcoma_protuberans	dermatofibrosarcoma_protuberans	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
salivary_gland-mouth_roof-carcinoma-adenoid_cystic_carcinoma	salivary_gland-mouth_roof-carcinoma-adenoid_cystic_carcinoma	1.00000000001913	1.91268695630409e-11	20	0	0	23	17775
haematopoietic_and_lymphoid_tissue-skin-haematopoietic_neoplasm-blastic_plasmacytoid_dendritic_cell_neoplasm	haematopoietic_and_lymphoid_tissue-skin-haematopoietic_neoplasm-blastic_plasmacytoid_dendritic_cell_neoplasm	1.00000000001915	1.91549048553861e-11	58	0	0	23	17775
parietal_lobe	parietal_lobe	1.00000000001915	1.91549048553861e-11	58	0	0	23	17775
pheochromocytoma	pheochromocytoma	1.0000000000192	1.9195973294915e-11	328	0	0	23	17775
soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour	soft_tissue-fibrous_tissue_and_uncertain_origin-gastrointestinal_stromal_tumour	1.00000000001924	1.92426049316282e-11	76	0	0	23	17775
oligodendroglioma_Grade_II	oligodendroglioma_Grade_II	1.00000000001924	1.92426049316282e-11	76	0	0	23	17775
left_lower_lobe	left_lower_lobe	1.00000000001926	1.92589581612189e-11	78	0	0	23	17775
gastrointestinal_stromal_tumour	gastrointestinal_stromal_tumour	1.00000000001926	1.92589581612189e-11	78	0	0	23	17775
skin-carcinoma-squamous_cell_carcinoma	skin-carcinoma-squamous_cell_carcinoma	1.00000000001933	1.93331930415567e-11	506	0	0	23	17775
lung-carcinoma-mucoepidermoid_carcinoma	lung-carcinoma-mucoepidermoid_carcinoma	1.0000000000199	1.98960833898297e-11	81	0	0	23	17775
forearm	forearm	1.0000000000199	1.98960833898297e-11	81	0	0	23	17775
large_intestine-colon-adenoma	large_intestine-colon-adenoma	1.0000000000199	1.99047789136922e-11	643	0	0	23	17775
large_intestine-colon	large_intestine-colon	1.00000000002078	2.07765304967439e-11	1346	0	0	23	17775
lung-carcinoid-endocrine_tumour	lung-carcinoid-endocrine_tumour	1.00000000002103	2.10284183459081e-11	512	0	0	23	17775
myelodysplastic_syndrome_therapy_related	myelodysplastic_syndrome_therapy_related	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-back-benign_melanocytic_nevus-Spitz	skin-back-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-chest-benign_melanocytic_nevus-Spitz	skin-chest-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
basal_cell_carcinosarcoma	basal_cell_carcinosarcoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelodysplastic_syndrome_therapy_related	haematopoietic_and_lymphoid_tissue-haematopoietic_neoplasm-myelodysplastic_syndrome_therapy_related	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
mixed_acinar-neuroendocrine-ductal_carcinoma	mixed_acinar-neuroendocrine-ductal_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-leg-benign_melanocytic_nevus-Spitz	skin-leg-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-upper_leg-benign_melanocytic_nevus-Spitz	skin-upper_leg-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
salivary_gland-carcinoma-mucoepidermoid_carcinoma	salivary_gland-carcinoma-mucoepidermoid_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-buttock-benign_melanocytic_nevus-Spitz	skin-buttock-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
oligodendroglioma	oligodendroglioma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
mixed_acinar-ductal_carcinoma	mixed_acinar-ductal_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-shoulder-benign_melanocytic_nevus-Spitz	skin-shoulder-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
endometrioid	endometrioid	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
chronic_neutrophilic_leukaemia	chronic_neutrophilic_leukaemia	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
signet_ring_adenocarcinoma	signet_ring_adenocarcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
testis-germ_cell_tumour	testis-germ_cell_tumour	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
stomach-carcinoma-signet_ring_adenocarcinoma	stomach-carcinoma-signet_ring_adenocarcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-foot-benign_melanocytic_nevus-Spitz	skin-foot-benign_melanocytic_nevus-Spitz	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
Merkel_cell_carcinoma	Merkel_cell_carcinoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
skin-breast-malignant_melanoma	skin-breast-malignant_melanoma	1.00000000002122	2.12214503215308e-11	21	0	0	23	17775
